"行","事務所コード","関与先コード","納税者(関与先)","決算月","申請・届出書類名","提出先","電子申請データ作成","電子署名(納税者)","電子署名(税理士)","送信","申請受付日時","即時通知","受信通知","送付書","提出期限","報告書","実践報告","監査担当者"
"817","5121","237","株式会社　ファインレック","8","消費税課税事業者届出書","税務署"," 3.10.11(15:00)",,"完了","済"," 3.10.29(16:40)","正常","正常",,,,"－","奥谷　佐代子"
"818","99999","496","株式会社　広松しまね","8","青色申告の承認申請書","税務署"," 3.10.11(10:28)",,"完了","済"," 3.10.29(16:39)","正常","正常",,,,"－","菊池　未紗"
"819","5121","286","株式会社　環境開発公社","8","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3.10.26(15:45)",,"完了","済"," 3.10.29(16:39)","正常","正常",,,,"－","山田　健司"
"820","15180","745","ＳＷＩＮＧＩＮＧ　ＢＩＲＤ　ＫＩＴＣＨＥＮ","12","個人事業の開業・廃業等届出書","税務署"," 3.10.19(17:05)",,"完了","済"," 3.10.19(17:43)","正常","正常",,,,"－","吉川　知希"
"821","5121","702","有限会社　ケアネット広島","7","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3.10. 1(15:10)",,"完了","済"," 3.10.12(17:41)","正常","正常",,,,"－","河野　秀太"
"822","5121","906","三益物産　株式会社","4","（地方）異動届","三原市"," 3. 7.20(20:12)",,"完了","済"," 3.10. 1(17:09)","正常","正常",,,,"－","大神　浩央"
"823","5121","906","三益物産　株式会社","4","（地方）異動届","広島県東部県税事務所（尾三）"," 3.10. 1(16:50)",,"完了","済"," 3.10. 1(17:09)","正常","正常",,,,"－","大神　浩央"
"824","5121","906","三益物産　株式会社","4","異動届出書","税務署"," 3. 7.20(20:12)",,"完了","済"," 3.10. 1(17:09)","正常","正常",,,,"－","大神　浩央"
"825","5121","252","株式会社　ｗｉｓｈＡＩ","8","（地方）法人設立・設置届出書","広島市"," 3. 9.27(20:52)",,"完了","済"," 3. 9.30(15:48)","正常","正常",,,,"－","吉川　知希"
"826","5121","252","株式会社　ｗｉｓｈＡＩ","8","（地方）法人設立・設置届出書","広島県西部県税事務所（広島）"," 3. 9.27(20:54)",,"完了","済"," 3. 9.30(15:48)","正常","正常",,,,"－","吉川　知希"
"827","5121","252","株式会社　ｗｉｓｈＡＩ","8","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3. 9.27(20:45)",,"完了","済"," 3. 9.30(15:42)","正常","正常",,,,"－","吉川　知希"
"828","5121","252","株式会社　ｗｉｓｈＡＩ","8","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3. 9.27(20:48)",,"完了","済"," 3. 9.30(15:42)","正常","正常",,,,"－","吉川　知希"
"829","5121","252","株式会社　ｗｉｓｈＡＩ","8","法人設立届出書","税務署"," 3. 9.27(20:50)",,"完了","済"," 3. 9.30(15:42)","正常","正常",,,,"－","吉川　知希"
"830","5121","066","株式会社　エムケイサービス","7","（地方）法人設立・設置届出書","鳥取県西部県税事務所"," 3. 9.24(19:43)",,"完了","済"," 3. 9.30(11:58)","正常","正常","有",,,"－","前田　拓哉"
"831","5121","066","株式会社　エムケイサービス","7","（地方）法人設立・設置届出書","大山町"," 3. 9.30(09:00)",,"完了","済"," 3. 9.30(11:57)","正常","正常",,,,"－","前田　拓哉"
"832","5121","991","株式会社　ＩＭＰＲＥＳＳ","7","欠損金の繰戻しによる還付請求書","税務署"," 3. 9. 7(10:31)",,"完了","済"," 3. 9.30(11:57)","正常","正常",,,,"－","山口　拓也"
"833","5121","613","株式会社　フィット","7","欠損金の繰戻しによる還付請求書","税務署"," 3. 9.29(11:26)",,"完了","済"," 3. 9.30(11:57)","正常","正常",,,,"－","加藤　雄也"
"834","5121","552","医療法人　Ｍ．コラソン","9","消費税簡易課税制度選択届出書","税務署"," 3. 9.29(09:34)",,"完了","済"," 3. 9.29(18:52)","正常","正常",,,,"－","河野　秀太"
"835","5121","552","医療法人　Ｍ．コラソン","9","消費税課税事業者届出書","税務署"," 3. 9.29(09:34)",,"完了","済"," 3. 9.29(18:52)","正常","正常",,,,"－","河野　秀太"
"836","5121","217","株式会社　ＮＫ興産","6","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3. 9.29(09:39)",,"完了","済"," 3. 9.29(18:52)","正常","正常",,,,"－","安田　祥英"
"837","5121","463","株式会社　星光","6","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3. 9.29(08:25)",,"完了","済"," 3. 9.29(18:52)","正常","正常",,,,"－","塚澤　愛"
"838","5121","219","有限会社　アークス","1","消費税の納税義務者でなくなった旨の届出書","税務署"," 3. 9.28(14:19)",,"完了","済"," 3. 9.29(18:52)","正常","正常",," 3. 9.28",,"－","吉田　由美"
"839","99999","414","株式会社　マダクル","8","（地方）法人設立・設置届出書","枚方市"," 3. 9.21(20:47)",,"完了","済"," 3. 9.28(09:16)","正常","正常",,,,"－","安田　祥英"
"840","99999","414","株式会社　マダクル","8","（地方）法人設立・設置届出書","大阪府北河内府税事務所"," 3. 9.21(20:47)",,"完了","済"," 3. 9.28(09:16)","正常","正常",,,,"－","安田　祥英"
"841","5121","162","合同会社　天龍姫","7","（地方）法人設立・設置届出書","広島市"," 3. 9. 3(20:25)",,"完了","済"," 3. 9.28(09:16)","正常","正常",,,,"－","三上　貴史"
"842","5121","162","合同会社　天龍姫","7","（地方）法人設立・設置届出書","広島県西部県税事務所（広島）"," 3. 9. 3(20:25)",,"完了","済"," 3. 9.28(09:16)","正常","正常",,,,"－","三上　貴史"
"843","5121","162","合同会社　天龍姫","7","青色申告の承認申請書","税務署"," 3. 9. 6(09:48)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","三上　貴史"
"844","5121","162","合同会社　天龍姫","7","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3. 9. 3(20:25)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","三上　貴史"
"845","5121","162","合同会社　天龍姫","7","法人設立届出書","税務署"," 3. 9. 3(20:39)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","三上　貴史"
"846","15180","874","山本電工","12","事業廃止届出書（消費税）","税務署"," 3. 9. 2(18:32)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","大野　弘貴"
"847","15180","874","山本電工","12","個人事業の開業・廃業等届出書","税務署"," 3. 9. 2(18:32)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","大野　弘貴"
"848","99999","414","株式会社　マダクル","8","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3. 9.21(20:47)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","安田　祥英"
"849","15180","559","ｍｅｌｌｏｗ　ｈａｉｒ","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3. 9.17(09:39)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","奥谷　佐代子"
"850","15180","559","ｍｅｌｌｏｗ　ｈａｉｒ","12","所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 3. 9.17(09:39)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","奥谷　佐代子"
"851","5121","097","株式会社　リペイ","5","（金銭交付用）事前確定届出給与に関する届出書","税務署"," 3. 9. 1(19:57)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","小林　政則"
"852","5121","763","株式会社　マグネット","6","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3. 9. 2(10:58)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","三上　貴史"
"853","5121","595","有限会社　いきもの屋","6","消費税の納税義務者でなくなった旨の届出書","税務署"," 3. 9. 2(14:01)",,"完了","済"," 3. 9.28(09:15)","正常","正常",,,,"－","年岡　藍子"
"854","5121","759","株式会社　シニア・ハウス","5","消費税課税売上割合に準ずる割合の不適用届出書","税務署"," 3. 9.15(17:24)",,"完了","済"," 3. 9.16(14:28)","正常","正常",,,,"－","胤森　和樹"
"855","5121","677","株式会社　ＳＳＳ","4","（地方）法人設立・設置届出書","広島市"," 3. 9. 7(10:53)",,"完了","済"," 3. 9. 9(16:41)","正常","正常",,,,"－","佐々木　渉"
"856","5121","777","株式会社　フォーエム","8","（地方）法人設立・設置届出書","東広島市"," 3. 9. 7(10:58)",,"完了","済"," 3. 9. 9(16:41)","正常","正常",,,,"－","岡村　直幸"
"857","15180","488","フィールド","12","個人事業の開業・廃業等届出書","税務署"," 3. 9. 1(18:16)",,"完了","済"," 3. 9. 7(11:40)","正常","正常",,,,"－","岡村　直幸"
"858","5121","526","ダイヤホーム　有限会社","6","（地方）異動届","福岡県北九州西県税事務所"," 3. 8.31(20:42)",,"完了","済"," 3. 8.31(20:51)","正常","正常",," 3. 8.31",,"－","加藤　雄也"
"859","5121","526","ダイヤホーム　有限会社","6","（地方）異動届","北九州市"," 3. 8.31(20:42)",,"完了","済"," 3. 8.31(20:51)","正常","正常",," 3. 8.31",,"－","加藤　雄也"
"860","5121","526","ダイヤホーム　有限会社","6","（地方）異動届","筑紫野市"," 3. 8.31(20:42)",,"完了","済"," 3. 8.31(20:51)","正常","正常",," 3. 8.31",,"－","加藤　雄也"
"861","5121","526","ダイヤホーム　有限会社","6","（地方）異動届","福岡県北九州西県税事務所"," 3. 8.30(11:52)",,"完了","済"," 3. 8.31(19:52)","正常","正常",,,,"－","加藤　雄也"
"862","5121","526","ダイヤホーム　有限会社","6","（地方）異動届","筑紫野市"," 3. 8.30(11:52)",,"完了","済"," 3. 8.31(19:52)","正常","正常",,,,"－","加藤　雄也"
"863","5121","526","ダイヤホーム　有限会社","6","（地方）異動届","北九州市"," 3. 8.30(11:52)",,"完了","済"," 3. 8.31(19:52)","正常","正常",,,,"－","加藤　雄也"
"864","5121","526","ダイヤホーム　有限会社","6","（地方）法人設立・設置届出書","筑紫野市"," 3. 8.31(16:18)",,"完了","済"," 3. 8.31(19:52)","正常","正常",,,,"－","加藤　雄也"
"865","5121","526","ダイヤホーム　有限会社","6","（地方）法人設立・設置届出書","北九州市"," 3. 8.31(16:18)",,"完了","済"," 3. 8.31(19:52)","正常","正常",,,,"－","加藤　雄也"
"866","5121","526","ダイヤホーム　有限会社","6","（地方）法人設立・設置届出書","福岡県北九州西県税事務所"," 3. 8.31(16:18)",,"完了","済"," 3. 8.31(19:51)","正常","正常",,,,"－","加藤　雄也"
"867","5121","526","ダイヤホーム　有限会社","6","（地方）法人設立・設置届出書","山口市"," 3. 8.31(16:18)",,"完了","済"," 3. 8.31(19:51)","正常","正常",,,,"－","加藤　雄也"
"868","5121","526","ダイヤホーム　有限会社","6","（地方）法人設立・設置届出書","宇部市"," 3. 8.31(16:18)",,"完了","済"," 3. 8.31(19:51)","正常","正常",,,,"－","加藤　雄也"
"869","5121","526","ダイヤホーム　有限会社","6","（地方）法人設立・設置届出書","山口県山口県税事務所"," 3. 8.31(16:18)",,"完了","済"," 3. 8.31(19:51)","正常","正常",,,,"－","加藤　雄也"
"870","5121","526","ダイヤホーム　有限会社","6","欠損金の繰戻しによる還付請求書","税務署"," 3. 8.31(18:42)",,"完了","済"," 3. 8.31(19:51)","正常","正常",,,,"－","加藤　雄也"
"871","5121","792","ＲＲ　合同会社","6","減価償却資産の償却方法の届出書","税務署"," 3. 8.24(19:06)",,"完了","済"," 3. 8.31(19:05)","正常","正常",,,,"－","佐々木　博也"
"872","5121","792","ＲＲ　合同会社","6","棚卸資産の評価方法の届出書","税務署"," 3. 8.23(19:49)",,"完了","済"," 3. 8.31(19:04)","正常","正常",,,,"－","佐々木　博也"
"873","5121","792","ＲＲ　合同会社","6","源泉所得税の納期の特例の承認に関する申請書","税務署"," 3. 8.23(19:49)",,"完了","済"," 3. 8.31(19:03)","正常","正常",,,,"－","佐々木　博也"
"874","5121","792","ＲＲ　合同会社","6","青色申告の承認申請書","税務署"," 3. 8.26(18:24)",,"完了","済"," 3. 8.31(19:03)","正常","正常",,,,"－","佐々木　博也"
"875","5121","792","ＲＲ　合同会社","6","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3. 8.23(19:49)",,"完了","済"," 3. 8.31(19:03)","正常","正常",,,,"－","佐々木　博也"
"876","5121","792","ＲＲ　合同会社","6","法人設立届出書","税務署"," 3. 8.23(19:49)",,"完了","済"," 3. 8.31(19:02)","正常","正常",,,,"－","佐々木　博也"
"877","5121","035","ＹＭＦ株式会社","8","消費税簡易課税制度選択届出書","税務署"," 3. 8.30(17:29)",,"完了","済"," 3. 8.31(19:02)","正常","正常",," 3. 8.31",,"－","上畠　達也"
"878","5121","035","ＹＭＦ株式会社","8","消費税課税事業者届出書","税務署"," 3. 8.30(17:29)",,"完了","済"," 3. 8.31(19:02)","正常","正常",," 3. 8.31",,"－","上畠　達也"
"879","5121","319","櫻井ビル　株式会社","8","消費税簡易課税制度選択届出書","税務署"," 3. 8.31(11:38)",,"完了","済"," 3. 8.31(19:02)","正常","正常",,,,"－","岡村　直幸"
"880","5121","319","櫻井ビル　株式会社","8","消費税課税事業者届出書","税務署"," 3. 8.23(11:58)",,"完了","済"," 3. 8.31(19:02)","正常","正常",,,,"－","岡村　直幸"
"881","5121","671","株式会社　ワイ・エス・エス","6","欠損金の繰戻しによる還付請求書","税務署"," 3. 8.30(18:19)",,"完了","済"," 3. 8.31(19:02)","正常","正常",," 3. 8.31",,"－","胤森　和樹"
"882","5121","208","有限会社　すいとぴい","10","（地方）異動届","岩国市"," 3. 8.30(19:00)",,"完了","済"," 3. 8.30(19:31)","正常","正常",,,,"－","大野　弘貴"
"883","5121","208","有限会社　すいとぴい","10","（地方）異動届","山口県岩国県税事務所"," 3. 8.30(19:00)",,"完了","済"," 3. 8.30(19:31)","正常","正常",,,,"－","大野　弘貴"
"884","15180","998","米山　宜孝","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 3. 8.30(11:25)",,"完了","済"," 3. 8.30(19:31)","正常","正常",,,,"－","山口　拓也"
"885","15180","998","米山　宜孝","12","個人事業の開業・廃業等届出書","税務署"," 3. 8.30(11:25)",,"完了","済"," 3. 8.30(19:31)","正常","正常",,,,"－","山口　拓也"
"886","5121","208","有限会社　すいとぴい","10","異動届出書","税務署"," 3. 8.30(19:00)",,"完了","済"," 3. 8.30(19:30)","正常","正常",,,,"－","大野　弘貴"
"887","99999","783","公益財団法人　廿日市市芸術文化振興事業団","3","（地方）異動届","廿日市市"," 3. 8.12(09:27)",,"完了","済"," 3. 8.30(15:49)","正常","正常",,,,"－","尾上　宏"
